,word,index,frequency
5761,['chosen'],0,409
7025,['chamber'],0,409
12414,['central'],0,409
2448,['tricks'],0,408
2940,['nor'],0,408
4890,['fought'],0,408
5522,['pirates'],0,408
5578,['concerned'],0,408
7014,['tank'],0,408
9288,['katie'],0,408
11037,['steve'],0,408
11243,['giggling'],0,408
32356,['luke'],0,408
290,['walked'],0,407
2085,['elephant'],0,407
2712,['rough'],0,407
3896,['sisters'],0,407
4217,['expected'],0,407
8718,['sergeant'],0,407
736,['lips'],0,406
3212,['wide'],0,406
3476,['penny'],0,406
4493,['talent'],0,406
5889,['prisoner'],0,406
913,['demon'],0,405
1613,['brings'],0,405
4402,['miserable'],0,405
10439,['access'],0,405
1224,['rip'],0,404
2610,['tour'],0,404
300,['liar'],0,403
2729,['hop'],0,402
5658,['beer'],0,402
1205,['romantic'],0,401
3190,['flower'],0,401
7433,['checked'],0,401
12408,['snoring'],0,401
1935,['joy'],0,400
2065,['mountains'],0,400
2173,['square'],0,400
3437,['trail'],0,400
9691,['closing'],0,400
20729,['logan'],0,400
44450,['chad'],0,400
1544,['tied'],0,399
3464,['trained'],0,399
11283,['alfred'],0,399
1775,['creepy'],0,398
7993,['thud'],0,398
986,['chase'],0,397
3092,['aside'],0,397
4212,['saturday'],0,397
5754,['desert'],0,397
6861,['scientist'],0,397
7638,['minds'],0,397
9808,['jenny'],0,396
4232,['lied'],0,395
10424,['obvious'],0,395
10739,['disappear'],0,395
12014,['danny'],0,395
12656,['relationship'],0,395
45443,['sama'],0,395
3011,['500'],0,394
8525,['dump'],0,394
19019,['announcer'],0,394
52764,['goldar'],0,394
880,['shine'],0,393
2348,['mood'],0,393
4676,['library'],0,393
6648,['career'],0,393
7078,['add'],0,393
9897,['ultimate'],0,393
18935,['attacks'],0,393
2524,['success'],0,392
2965,['vision'],0,392
425,['tune'],0,391
6883,['century'],0,391
6963,['vehicle'],0,391
213,['frozen'],0,390
510,['hearts'],0,390
9581,['emperor'],0,390
21629,['daniel'],0,390
4937,['desk'],0,389
5067,['bats'],0,389
6529,['cheers'],0,389
8763,['speaks'],0,389
159,['siren'],0,388
1704,['failure'],0,388
1989,['pulling'],0,388
12712,['headquarters'],0,388
449,['ouch'],0,387
1438,['marriage'],0,387
2082,['trash'],0,387
2597,['chain'],0,387
3366,['bone'],0,387
12992,['martian'],0,387
2932,['dirt'],0,386
4801,['wine'],0,386
24054,['defeated'],0,386
705,['subtitles'],0,385
5632,['knife'],0,385
7269,['jet'],0,385
8907,['friendship'],0,385
22510,['halloween'],0,385
88379,['tori'],0,385
1497,['didn'],0,384
2611,['paris'],0,384
4865,['spider'],0,384
6543,['caused'],0,384
11279,['maggie'],0,384
14423,['positive'],0,384
1399,['appear'],0,383
2957,['17'],0,383
4663,['direction'],0,383
5460,['admiral'],0,383
6578,['mia'],0,383
6865,['director'],0,383
16753,['searching'],0,383
19493,['falcon'],0,383
19835,['tech'],0,383
1681,['mysterious'],0,382
9768,['wailing'],0,382
179,['courage'],0,381
3287,['regular'],0,381
5201,['patient'],0,381
6266,['lookin'],0,381
14812,['male'],0,381
17219,['bike'],0,381
2786,['wh'],0,380
6110,['subject'],0,380
6584,['dean'],0,380
31927,['cody'],0,380
4151,['papers'],0,379
9389,['mortal'],0,379
9495,['brian'],0,379
11525,['progress'],0,379
21756,['troy'],0,379
1397,['showing'],0,378
3189,['butter'],0,378
4463,['hates'],0,378
15311,['cackling'],0,378
137,['spin'],0,377
355,['foolish'],0,377
3012,['pounds'],0,377
3355,['cleaning'],0,377
3811,['belt'],0,377
5613,['cannon'],0,377
9970,['fully'],0,377
11053,['unbelievable'],0,377
33848,['amy'],0,377
1082,['march'],0,376
4608,['bath'],0,376
6113,['stark'],0,376
6945,['led'],0,376
9383,['rogue'],0,376
19756,['joker'],0,376
32355,['droids'],0,376
5886,['tip'],0,374
6060,['exact'],0,374
6322,['cloud'],0,374
11445,['grade'],0,374
921,['sneak'],0,373
2056,['duke'],0,373
2755,['bread'],0,373
3508,['pity'],0,373
6426,['yell'],0,373
7091,['circle'],0,373
9612,['mcqueen'],0,373
9708,['sean'],0,373
6788,['entrance'],0,372
7164,['assume'],0,372
2691,['cure'],0,371
2886,['awake'],0,371
3194,['shower'],0,371
6848,['realm'],0,371
6863,['latest'],0,371
8648,['shouts'],0,371
10038,['footsteps'],0,371
18486,['helmet'],0,371
46180,['carly'],0,371
3705,['honking'],0,370
4377,['society'],0,370
5434,['mum'],0,370
6434,['event'],0,370
6678,['gettin'],0,370
8168,['schedule'],0,370
11448,['homework'],0,370
22852,['alan'],0,370
35166,['hawkeye'],0,370
1377,['bride'],0,369
3466,['friendly'],0,369
8005,['sobbing'],0,369
8997,['coughs'],0,369
10386,['paul'],0,369
16033,['invasion'],0,369
20113,['spock'],0,369
2723,['model'],0,368
3522,['eaten'],0,368
3809,['whistles'],0,367
6244,['baxter'],0,367
938,['hah'],0,366
3086,['odd'],0,366
4405,['medicine'],0,366
65587,['technodrome'],0,366
6616,['ex'],0,365
14298,['activate'],0,365
1154,['suspect'],0,364
1261,['wa'],0,364
2007,['unusual'],0,364
6302,['player'],0,364
6836,['kidnapped'],0,364
9251,['several'],0,364
750,['dreaming'],0,363
1246,['buried'],0,363
2158,['learning'],0,363
4340,['throwing'],0,363
5725,['row'],0,363
7188,['elevator'],0,363
10775,['benny'],0,363
33543,['leo'],0,363
1588,['stayed'],0,362
13482,['bobby'],0,362
140,['begins'],0,361
717,['thee'],0,361
1326,['regret'],0,361
7401,['tracks'],0,361
7632,['rate'],0,361
5686,['24'],0,360
7115,['pole'],0,360
13278,['chip'],0,360
16769,['screech'],0,360
546,['eve'],0,359
3265,['knight'],0,359
3278,['ron'],0,359
3812,['slip'],0,359
8882,['pride'],0,359
11112,['script'],0,359
7337,['medical'],0,358
11149,['roy'],0,358
12403,['cliff'],0,358
13346,['doomed'],0,358
23108,['kim'],0,358
25082,['bro'],0,358
33215,['virus'],0,358
1198,['charming'],0,357
3440,['england'],0,357
3480,['cheap'],0,357
7416,['tracking'],0,357
9815,['assistant'],0,357
17417,['hymie'],0,357
26104,['applejack'],0,357
2522,['letters'],0,356
2658,['talkin'],0,356
4541,['mile'],0,356
5146,['forced'],0,356
8501,['thousands'],0,356
9001,['defend'],0,356
13088,['sub'],0,356
27291,['backup'],0,356
79257,['sokka'],0,356
8129,['presents'],0,355
10621,['freddie'],0,355
2679,['aha'],0,354
6128,['painting'],0,354
6185,['squad'],0,354
6370,['bay'],0,354
6952,['designed'],0,354
16087,['lane'],0,354
3405,['toward'],0,353
3417,['andrew'],0,353
4908,['reverse'],0,353
6349,['edge'],0,353
7305,['net'],0,353
12807,['theory'],0,353
14042,['process'],0,353
9424,['puppy'],0,352
12283,['giggles'],0,352
16114,['edward'],0,352
24141,['anne'],0,352
30787,['maurice'],0,352
6401,['chances'],0,351
10367,['closet'],0,351
3348,['gum'],0,350
6272,['church'],0,350
1212,['bells'],0,349
2662,['cage'],0,349
5332,['hunting'],0,349
5899,['alice'],0,349
7334,['extremely'],0,349
33302,['frodo'],0,349
679,['waited'],0,348
3564,['heavens'],0,348
4284,['fallen'],0,348
6460,['intend'],0,348
6552,['fishing'],0,348
9122,['scratch'],0,348
14433,['hut'],0,348
26887,['core'],0,348
1699,['terribly'],0,347
5383,['precisely'],0,347
5656,['towards'],0,347
6111,['raven'],0,347
7063,['section'],0,347
11693,['hissing'],0,347
4507,['fourth'],0,346
9004,['200'],0,346
80970,['ahsoka'],0,346
2607,['ye'],0,345
4185,['carefully'],0,345
4659,['factory'],0,345
5073,['jacket'],0,345
10613,['barney'],0,345
1337,['spit'],0,344
1405,['confused'],0,344
5966,['sand'],0,344
6438,['remove'],0,344
8440,['fabulous'],0,344
11645,['official'],0,344
11971,['arrive'],0,344
6162,['witness'],0,343
7089,['remote'],0,343
19094,['cookie'],0,343
21427,['claus'],0,343
1803,['counting'],0,342
3427,['dan'],0,342
8993,['distant'],0,342
10112,['property'],0,342
25074,['brad'],0,342
1413,['bastard'],0,341
4120,['swimming'],0,341
5023,['guardian'],0,341
7424,['electronic'],0,341
8962,['fury'],0,341
9210,['bull'],0,341
17308,['mondo'],0,341
17805,['hammer'],0,341
1515,['statue'],0,340
3095,['shock'],0,340
4022,['numbers'],0,340
6881,['invention'],0,340
12323,['changing'],0,340
3130,['address'],0,339
4644,['changes'],0,339
5322,['traitor'],0,339
2360,['request'],0,338
2601,['bravo'],0,338
4174,['wins'],0,338
5221,['warned'],0,338
43107,['robbie'],0,338
528,['invite'],0,337
2336,['maria'],0,337
2738,['grandmother'],0,337
2869,['woo'],0,337
4760,['ed'],0,337
4818,['local'],0,337
5445,['deck'],0,337
5958,['wax'],0,337
9002,['troops'],0,337
36076,['sewer'],0,337
46137,['donnie'],0,337
390,['loving'],0,336
452,['hank'],0,336
3481,['kicked'],0,336
1831,['conquer'],0,335
6539,['rotten'],0,335
30174,['blah'],0,335
1225,['bless'],0,334
1607,['witches'],0,334
3833,['barks'],0,334
3984,['stranger'],0,334
4392,['telephone'],0,334
4716,['cop'],0,334
6694,['smash'],0,334
52253,['shawn'],0,334
434,['whom'],0,333
1425,['plate'],0,333
11096,['stan'],0,333
4270,['14'],0,332
5565,['log'],0,332
7320,['solve'],0,332
11514,['lousy'],0,332
1898,['frightened'],0,331
2546,['dum'],0,331
5378,['proceed'],0,331
10365,['sale'],0,331
10616,['dodgers'],0,331
14925,['shark'],0,331
16467,['disaster'],0,331
34177,['luthor'],0,331
224,['elements'],0,330
3317,['valuable'],0,330
8091,['st'],0,330
8360,['secure'],0,330
10175,['direct'],0,330
16333,['link'],0,330
16934,['capable'],0,330
25410,['velma'],0,330
25885,['scoffs'],0,330
30845,['terry'],0,330
35691,['captioned'],0,330
2249,['magnificent'],0,329
6709,['post'],0,329
10251,['basement'],0,329
14251,['karate'],0,329
14937,['richard'],0,329
46,['streets'],0,328
681,['reporter'],0,328
2244,['highly'],0,328
3243,['example'],0,328
5123,['gentleman'],0,328
6109,['conversation'],0,328
7094,['carrying'],0,328
8065,['experiment'],0,328
11046,['guts'],0,328
12332,['minister'],0,328
14008,['teen'],0,328
50534,['jade'],0,328
82779,['russo'],0,328
1253,['beware'],0,327
1741,['solid'],0,327
3977,['pray'],0,327
8743,['swamp'],0,327
9996,['assure'],0,327
25087,['muttley'],0,327
30101,['kermit'],0,327
52747,['megazord'],0,327
4821,['goliath'],0,326
5625,['drinking'],0,326
32463,['skywalker'],0,326
2157,['seats'],0,325
3157,['flies'],0,325
3245,['sudden'],0,325
3396,['tears'],0,325
4831,['stopping'],0,325
11313,['honestly'],0,325
1482,['likely'],0,324
1887,['worthy'],0,324
2694,['holiday'],0,324
3299,['downstairs'],0,324
3461,['neat'],0,324
3647,['fox'],0,324
5391,['william'],0,324
5682,['signed'],0,324
7309,['aware'],0,324
663,['bound'],0,323
1895,['remembered'],0,323
3941,['market'],0,323
4905,['washington'],0,323
5219,['interrupt'],0,323
9153,['z'],0,323
11709,['previously'],0,323
11751,['delivery'],0,323
15210,['moaning'],0,323
22296,['rachel'],0,323
133,['reward'],0,322
379,['desperate'],0,322
7746,['gather'],0,322
9067,['farewell'],0,322
65250,['shrek'],0,322
386,['grew'],0,321
2122,['task'],0,321
5931,['turkey'],0,321
6918,['imagination'],0,321
8006,['survived'],0,321
29732,['slime'],0,321
32359,['droid'],0,321
932,['granny'],0,320
2698,['health'],0,320
7927,['narrator'],0,320
10812,['trusted'],0,320
14606,['underground'],0,320
14945,['intelligence'],0,320
30743,['vincent'],0,320
52252,['feeny'],0,320
1163,['mummy'],0,319
2139,['squeaking'],0,319
3596,['studying'],0,319
4107,['glory'],0,319
5608,['lee'],0,319
6756,['sunday'],0,319
7123,['concern'],0,319
14292,['86'],0,319
14501,['destroying'],0,319
136,['dawn'],0,318
2943,['shoulder'],0,318
3856,['patience'],0,318
4771,['celebrate'],0,318
5174,['chasing'],0,318
5252,['wand'],0,318
13878,['ended'],0,318
15431,['creep'],0,318
18861,['que'],0,318
48328,['raph'],0,318
187,['silent'],0,317
3586,['cooking'],0,317
4220,['pound'],0,317
4269,['16'],0,317
4715,['cab'],0,317
4914,['carter'],0,317
7004,['willy'],0,317
10171,['chinese'],0,317
10201,['non'],0,317
10279,['expert'],0,317
19849,['sacrifice'],0,317
3372,['pen'],0,316
6457,['outfit'],0,316
10376,['dating'],0,316
10935,['dave'],0,316
12372,['chirping'],0,316
264,['suffer'],0,315
1663,['bust'],0,315
3708,['flat'],0,315
7038,['gravity'],0,315
7136,['species'],0,315
9956,['correction'],0,315
11984,['episode'],0,315
13035,['bunny'],0,315
14699,['messed'],0,315
1429,['meal'],0,314
1533,['lame'],0,314
2020,['wasting'],0,314
2359,['sacred'],0,314
3359,['account'],0,314
5849,['morgan'],0,314
6138,['ace'],0,314
8240,['opinion'],0,314
11322,['kate'],0,314
11537,['squealing'],0,314
11643,['forth'],0,314
65556,['dregg'],0,314
1012,['female'],0,313
1323,['goat'],0,313
1914,['hail'],0,313
4655,['spoke'],0,313
4799,['pigs'],0,313
5997,['solution'],0,313
6148,['members'],0,313
6850,['series'],0,313
10985,['millions'],0,313
23206,['mabel'],0,313
2471,['anytime'],0,312
3721,['tribe'],0,312
4045,['sweat'],0,312
4817,['becoming'],0,312
9980,['shopping'],0,312
18711,['penguin'],0,312
34797,['ryan'],0,312
97401,['rarity'],0,312
5838,['managed'],0,311
7661,['armed'],0,311
9262,['corn'],0,311
10883,['trunks'],0,311
2557,['halt'],0,310
6234,['staring'],0,310
6690,['degrees'],0,310
8368,['nemo'],0,310
12580,['heip'],0,310
90,['retreat'],0,309
466,['beans'],0,309
1381,['bloody'],0,309
3210,['sometime'],0,309
3840,['bucket'],0,309
4111,['fetch'],0,309
5678,['savage'],0,309
69277,['tintin'],0,309
922,['ahem'],0,308
4058,['wipe'],0,308
5241,['iook'],0,308
7034,['controls'],0,308
9171,['percent'],0,308
9332,['elizabeth'],0,308
12050,['mode'],0,308
14439,['shuttle'],0,308
19418,['impressed'],0,308
1380,['throne'],0,307
1617,['pitch'],0,307
3154,['gear'],0,307
3665,['someplace'],0,307
4109,['yard'],0,307
4761,['selling'],0,307
5049,['drunk'],0,307
6947,['german'],0,307
7255,['supply'],0,307
15189,['wah'],0,307
478,['received'],0,306
1051,['invisible'],0,306
5800,['prisoners'],0,306
7258,['protection'],0,306
8647,['seal'],0,306
12005,['thieves'],0,306
12020,['lucy'],0,306
15374,['julie'],0,306
33654,['elf'],0,306
1941,['medal'],0,305
2621,['buck'],0,305
2769,['whale'],0,305
3101,['flew'],0,305
3469,['image'],0,305
4868,['hm'],0,305
6248,['california'],0,305
6596,['chose'],0,305
7991,['howling'],0,305
8519,['slowly'],0,305
11633,['pit'],0,305
15998,['voices'],0,305
32502,['galactica'],0,305
79259,['katara'],0,305
69,['wicked'],0,304
1152,['disguise'],0,304
2407,['cleo'],0,304
3446,['owner'],0,304
4459,['ease'],0,304
5195,['stairs'],0,304
5737,['coast'],0,304
5817,['leading'],0,304
7409,['raised'],0,304
18656,['betrayed'],0,304
37392,['miyagi'],0,304
2531,['actor'],0,303
2745,['beetle'],0,303
6204,['piano'],0,303
6338,['aim'],0,303
15465,['chris'],0,303
17292,['flip'],0,303
26965,['montana'],0,303
36238,['kira'],0,303
1576,['fence'],0,302
6611,['villain'],0,302
8257,['route'],0,302
11458,['accent'],0,302
17779,['criminals'],0,302
27123,['potion'],0,302
3345,['thin'],0,301
4895,['v'],0,301
6613,['touched'],0,301
9550,['potato'],0,301
10724,['gorgeous'],0,301
12410,['filthy'],0,301
24840,['jesse'],0,301
1414,['invented'],0,300
2743,['grip'],0,300
5294,['stands'],0,300
7128,['steps'],0,300
9709,['clicks'],0,300
9941,['tooth'],0,300
14603,['anti'],0,300
17840,['larrabee'],0,300
31988,['principal'],0,300
41613,['gabe'],0,300
704,['ending'],0,299
3554,['wire'],0,299
4578,['grave'],0,299
6187,['theater'],0,299
6815,['18'],0,299
8059,['including'],0,299
10303,['el'],0,299
16062,['attacking'],0,299
25859,['se'],0,299
1147,['behold'],0,298
4603,['citizens'],0,298
5404,['skip'],0,298
8606,['nap'],0,298
10325,['moments'],0,298
10357,['toilet'],0,298
10630,['ratchet'],0,298
1729,['tin'],0,297
2086,['wrap'],0,297
2271,['title'],0,297
3116,['bout'],0,297
5485,['argh'],0,297
12493,['couid'],0,297
1722,['manage'],0,296
6661,['lair'],0,296
8054,['period'],0,296
8265,['advantage'],0,296
9909,['available'],0,296
10389,['kelly'],0,296
11159,['checking'],0,296
20566,['hollywood'],0,296
6268,['carried'],0,295
6565,['professional'],0,295
7455,['unknown'],0,295
19662,['remains'],0,295
1374,['suck'],0,294
1655,['merely'],0,294
3938,['passing'],0,294
5107,['airport'],0,294
5362,['object'],0,294
7530,['goal'],0,294
8770,['songs'],0,294
10858,['based'],0,294
14104,['mob'],0,294
73079,['aku'],0,294
2130,['knocked'],0,293
4874,['plastic'],0,293
6585,['martin'],0,293
6718,['phase'],0,293
7354,['complicated'],0,293
7840,['disappointed'],0,293
8826,['loss'],0,293
8850,['boots'],0,293
15091,['cries'],0,293
16093,['banks'],0,293
19700,['simon'],0,293
21582,['jarvis'],0,293
25628,['audition'],0,293
6727,['surrounded'],0,292
6869,['eventually'],0,292
7250,['greater'],0,292
37051,['autobots'],0,292
1183,['victim'],0,291
1304,['performance'],0,291
4318,['quarter'],0,291
8213,['foul'],0,291
10729,['embarrassing'],0,291
2945,['bags'],0,290
4001,['traffic'],0,290
4888,['transport'],0,290
6228,['golf'],0,290
6279,['sports'],0,290
9766,['sniffs'],0,290
13514,['nuclear'],0,290
22494,['snarling'],0,290
1793,['teaching'],0,289
1797,['wee'],0,289
2829,['casey'],0,289
6194,['notes'],0,289
7015,['burned'],0,289
20907,['trini'],0,289
659,['claim'],0,288
1764,['begun'],0,288
3293,['lessons'],0,288
3923,['rolling'],0,288
3933,['lawyer'],0,288
4299,['reports'],0,288
5310,['gates'],0,288
7095,['scientific'],0,288
9421,['lean'],0,288
9521,['presence'],0,288
11183,['dealing'],0,288
36735,['anakin'],0,288
40822,['kraft'],0,288
65678,['rocksteady'],0,288
2239,['outer'],0,287
2538,['dee'],0,287
2981,['waves'],0,287
3344,['flesh'],0,287
4158,['odds'],0,287
7177,['bodies'],0,287
11170,['physical'],0,287
13310,['hired'],0,287
614,['chop'],0,286
2037,['pat'],0,286
7299,['provide'],0,286
8952,['abandoned'],0,286
8967,['houston'],0,286
3438,['mud'],0,285
4523,['locker'],0,285
6116,['wheels'],0,285
7007,['motor'],0,285
7210,['avoid'],0,285
9509,['coin'],0,285
10070,['creaking'],0,285
11196,['sid'],0,285
15256,['louis'],0,285
17014,['victor'],0,285
1781,['bears'],0,284
5127,['beloved'],0,284
6973,['reached'],0,284
17937,['spencer'],0,284
19095,['jar'],0,284
22508,['scan'],0,284
4565,['motion'],0,283
5018,['watched'],0,283
6739,['steel'],0,283
7390,['attempt'],0,283
7980,['useful'],0,283
10283,['neighborhood'],0,283
10916,['staff'],0,283
10972,['guitar'],0,283
11836,['garage'],0,283
22234,['sally'],0,283
22261,['milo'],0,283
32340,['r2'],0,283
8195,['events'],0,282
9393,['tone'],0,282
13282,['deadly'],0,282
14392,['phantom'],0,282
435,['stood'],0,281
967,['ahhh'],0,281
1507,['coward'],0,281
2106,['collection'],0,281
2259,['desire'],0,281
2441,['whew'],0,281
3126,['bo'],0,281
10078,['effort'],0,281
11737,['biff'],0,281
12164,['lets'],0,281
13645,['screw'],0,281
14671,['messing'],0,281
26102,['crap'],0,281
45012,['clare'],0,281
2041,['repair'],0,280
2255,['exit'],0,280
3448,['string'],0,280
7163,['tests'],0,280
8779,['losers'],0,280
10031,['ignore'],0,280
11634,['sniffing'],0,280
11719,['hawk'],0,280
18206,['ability'],0,280
25003,['fiona'],0,280
944,['sink'],0,279
3248,['knees'],0,279
3516,['license'],0,279
3525,['helen'],0,279
4252,['thirty'],0,279
4481,['spending'],0,279
5245,['dreamed'],0,279
5775,['trial'],0,279
5922,['directly'],0,279
8208,['patch'],0,279
8585,['fans'],0,279
9241,['reminds'],0,279
11003,['hal'],0,279
11771,['blaring'],0,279
20942,['chuck'],0,279
37074,['starscream'],0,279
1174,['mix'],0,278
4712,['lifetime'],0,278
5622,['suspicious'],0,278
12053,['located'],0,278
12261,['mitch'],0,278
22073,['valerie'],0,278
258,['noble'],0,277
4505,['nurse'],0,277
4692,['peach'],0,277
4740,['dollar'],0,277
8738,['trace'],0,277
9282,['fighter'],0,277
12862,['dipper'],0,277
14530,['ripped'],0,277
36228,['clan'],0,277
49778,['mutagen'],0,277
1631,['landed'],0,276
2442,['entirely'],0,276
7230,['spaceship'],0,276
8299,['tale'],0,276
11506,['banana'],0,276
14590,['herbie'],0,276
44141,['kowalski'],0,276
387,['humanity'],0,275
760,['beating'],0,275
985,['bedroom'],0,275
1235,['breaks'],0,275
3773,['terror'],0,275
4138,['wishes'],0,275
8885,['mistakes'],0,275
14962,['timing'],0,275
15660,['mechanical'],0,275
29807,['ralph'],0,275
1220,['insist'],0,274
1437,['refuse'],0,274
4280,['fifty'],0,274
5222,['honour'],0,274
15664,['zim'],0,274
23465,['fighters'],0,274
830,['adorable'],0,273
1778,['mostly'],0,273
3295,['jam'],0,273
9481,['gill'],0,273
10776,['snack'],0,273
11489,['electric'],0,273
79255,['zuko'],0,273
1526,['clouds'],0,272
11914,['sector'],0,272
32889,['energon'],0,272
539,['existence'],0,271
1577,['barn'],0,271
2230,['per'],0,271
4021,['buying'],0,271
5564,['records'],0,271
10792,['bum'],0,271
11269,['sirens'],0,271
16425,['stink'],0,271
23095,['anger'],0,271
25029,['jeez'],0,271
26264,['jordan'],0,271
97397,['fluttershy'],0,271
1275,['shoo'],0,270
3382,['exercise'],0,270
5189,['jokes'],0,270
5382,['yup'],0,270
5910,['fur'],0,270
5911,['curious'],0,270
6310,['hits'],0,270
8449,['beneath'],0,270
10371,['doorbell'],0,270
27554,['gods'],0,270
40328,['snowy'],0,270
85889,['f1nc0'],0,270
3138,['cruel'],0,269
4503,['sport'],0,269
5824,['cable'],0,269
6399,['manager'],0,269
7915,['bait'],0,269
9479,['widow'],0,269
10744,['replace'],0,269
286,['nights'],0,268
3306,['collar'],0,268
3518,['hundreds'],0,268
7110,['effects'],0,268
13079,['bots'],0,268
17411,['gorilla'],0,268
18334,['blade'],0,268
25317,['zap'],0,268
96,['ill'],0,267
5982,['deeply'],0,267
6942,['60'],0,267
7878,['punishment'],0,267
11219,['blown'],0,267
11389,['setting'],0,267
15390,['dick'],0,267
18987,['photo'],0,267
24502,['hockey'],0,267
1640,['ding'],0,266
1716,['badly'],0,266
2269,['popular'],0,266
4323,['value'],0,266
4609,['beings'],0,266
5105,['christ'],0,266
5182,['iet'],0,266
5837,['false'],0,266
6331,['hitting'],0,266
8318,['struck'],0,266
10670,['gadget'],0,266
19661,['drill'],0,266
20311,['matt'],0,266
339,['pot'],0,265
1076,['recently'],0,265
5549,['loyal'],0,265
6351,['trophy'],0,265
8706,['chanting'],0,265
9818,['purse'],0,265
10725,['spotted'],0,265
15167,['agh'],0,265
15835,['orange'],0,265
18695,['siegfried'],0,265
25965,['ew'],0,265
3354,['monday'],0,264
3514,['traveling'],0,264
5186,['laundry'],0,264
7079,['becomes'],0,264
12379,['concert'],0,264
23186,['math'],0,264
27815,['clone'],0,264
4547,['kissing'],0,263
30427,['rudy'],0,263
72345,['onn'],0,263
799,['ashamed'],0,262
1268,['apples'],0,262
4859,['contract'],0,262
7200,['combat'],0,262
16342,['chaos'],0,262
52780,['zords'],0,262
1584,['emily'],0,261
3866,['gifts'],0,261
4172,['grateful'],0,261
5748,['sauce'],0,261
7108,['collect'],0,261
12437,['judy'],0,261
13678,['foreign'],0,261
796,['awfully'],0,260
2183,['parade'],0,260
4043,['windows'],0,260
4471,['design'],0,260
4754,['cutting'],0,260
10881,['stanley'],0,260
13252,['naughty'],0,260
14346,['madame'],0,260
15428,['turner'],0,260
18463,['worthless'],0,260
19438,['vault'],0,260
229,['cabin'],0,259
1206,['resist'],0,259
2618,['hopeless'],0,259
2739,['drag'],0,259
5085,['busted'],0,259
5167,['hup'],0,259
6772,['kissed'],0,259
9697,['handed'],0,259
13479,['greetings'],0,259
14715,['anna'],0,259
20659,['generator'],0,259
33256,['jamie'],0,259
34236,['corrections'],0,259
86898,['snotlout'],0,259
1958,['finest'],0,258
3488,['perform'],0,258
3636,['ducks'],0,258
6420,['emma'],0,258
6590,['media'],0,258
9962,['joking'],0,258
11548,['aww'],0,258
14335,['squadron'],0,258
15092,['cos'],0,258
847,['pile'],0,257
1231,['symbol'],0,257
8047,['chatter'],0,257
9859,['university'],0,257
10380,['closes'],0,257
11071,['favourite'],0,257
15690,['text'],0,257
3616,['decent'],0,256
3768,['signs'],0,256
10190,['pushing'],0,256
11050,['sequence'],0,256
12235,['ash'],0,256
23137,['bounty'],0,256
25942,['iâ'],0,256
167,['faced'],0,255
1873,['puts'],0,255
2824,['china'],0,255
3057,['300'],0,255
4635,['served'],0,255
5573,['sealed'],0,255
6239,['digging'],0,255
12316,['stinks'],0,255
20668,['chan'],0,255
1912,['brat'],0,254
4272,['fifth'],0,254
6230,['tournament'],0,254
10109,['require'],0,254
1683,['safely'],0,253
4587,['insurance'],0,253
4606,['community'],0,253
4900,['marvelous'],0,253
7763,['roar'],0,253
11570,['monkeys'],0,253
12458,['wouid'],0,253
12657,['astro'],0,253
13972,['fascinating'],0,253
23666,['status'],0,253
5386,['cove'],0,252
6414,['approach'],0,252
6930,['unique'],0,252
7176,['bubble'],0,252
9561,['mac'],0,252
9775,['sets'],0,252
16038,['british'],0,252
3315,['rent'],0,251
3829,['drain'],0,251
4483,['pipe'],0,251
5467,['sail'],0,251
6267,['amount'],0,251
7326,['missile'],0,251
9648,['muffled'],0,251
9737,['norman'],0,251
10316,['recall'],0,251
11515,['francis'],0,251
11833,['connection'],0,251
14960,['discover'],0,251
38198,['mall'],0,251
73943,['addic7ed'],0,251
96900,['aya'],0,251
2437,['happiness'],0,250
2615,['quietly'],0,250
2636,['dummy'],0,250
2884,['stake'],0,250
5942,['port'],0,250
11248,['sec'],0,250
12503,['teii'],0,250
17548,['activated'],0,250
22640,['elliot'],0,250
90338,['tawni'],0,250
1963,['obey'],0,249
2519,['splendid'],0,249
3751,['jumped'],0,249
3762,['confidence'],0,249
3792,['ham'],0,249
6202,['interview'],0,249
7336,['suits'],0,249
13495,['senior'],0,249
13954,['cowboy'],0,249
21111,['billions'],0,249
36003,['woody'],0,249
1070,['supper'],0,248
2393,['puppet'],0,248
3816,['goose'],0,248
4189,['dies'],0,248
6542,['touching'],0,248
7086,['depends'],0,248
9945,['current'],0,248
10023,['heavily'],0,248
10406,['couch'],0,248
11150,['comic'],0,248
17693,['explode'],0,248
23128,['social'],0,248
1807,['nerve'],0,247
3533,['rob'],0,247
6797,['whispers'],0,247
8026,['expensive'],0,247
9047,['traps'],0,247
9201,['jewel'],0,247
9987,['sex'],0,247
10648,['solo'],0,247
11022,['chicago'],0,247
13918,['yikes'],0,247
23298,['griffin'],0,247
24996,['ethan'],0,247
2161,['therefore'],0,246
2389,['laid'],0,246
3123,['chat'],0,246
4709,['thrown'],0,246
5797,['rights'],0,246
8478,['hated'],0,246
11580,['academy'],0,246
40658,['mater'],0,246
41964,['online'],0,246
53221,['zane'],0,246
1942,['award'],0,245
2655,['scout'],0,245
3791,['salt'],0,245
4607,['rooms'],0,245
8341,['ceremony'],0,245
12356,['explanation'],0,245
46422,['þ'],0,245
50583,['morph'],0,245
1349,['beard'],0,244
2188,['extraordinary'],0,244
3037,['alley'],0,244
3285,['shiny'],0,244
3711,['jumping'],0,244
3982,['guarantee'],0,244
6811,['package'],0,244
